"Object","Close-Approach (CA) Date","CA Distance Nominal (LD | au)","CA Distance Minimum (LD | au)","V relative (km/s)","V infinity (km/s)","H (mag)","Estimated Diameter",""
"(2015 HM10)","2019-Jul-24 06:00 ± < 00:01","12.20 | 0.03135","12.20 | 0.03135","9.51","9.50","23.6","51 m -  110 m","bK15H10M"
"(2019 OD)","2019-Jul-24 13:31 ± < 00:01","0.93 | 0.00239","0.93 | 0.00239","19.19","19.13","23.4","56 m -  120 m","bK19O00D"
"(2019 OE)","2019-Jul-24 14:36 ± < 00:01","2.52 | 0.00646","2.51 | 0.00644","9.05","9.00","25.3","23 m -   52 m","bK19O00E"
"(2019 OL)","2019-Jul-25 00:32 ± < 00:01","5.10 | 0.01310","5.09 | 0.01309","4.90","4.86","25.9","18 m -   39 m","bK19O00L"
"(2019 OK)","2019-Jul-25 01:22 ± < 00:01","0.19 | 0.00048","0.19 | 0.00048","24.53","24.31","23.3","58 m -  130 m","bK19O00K"
"(2019 OC3)","2019-Jul-25 10:19 ±    00:02","8.86 | 0.02276","8.78 | 0.02256","7.97","7.95","26.1","16 m -   36 m","bK19O03C"
"(2019 PE1)","2019-Jul-26 03:57 ±    00:09","9.48 | 0.02435","9.41 | 0.02418","11.66","11.66","24.5","33 m -   75 m","bK19P01E"
"(2019 OF4)","2019-Jul-26 11:04 ± < 00:01","8.56 | 0.02200","8.54 | 0.02196","6.18","6.16","26.4","14 m -   31 m","bK19O04F"
"(2010 PK9)","2019-Jul-26 15:04 ± < 00:01","8.20 | 0.02107","8.20 | 0.02107","16.49","16.48","21.8","120 m -  260 m","bK10P09K"
"(2019 OE4)","2019-Jul-27 01:02 ± < 00:01","11.25 | 0.02890","11.10 | 0.02853","14.18","14.17","25.6","20 m -   45 m","bK19O04E"
"(2019 NT1)","2019-Jul-27 22:10 ±    00:04","18.96 | 0.04871","18.75 | 0.04818","3.69","3.68","26.8","12 m -   26 m","bK19N01T"
"(2019 OD3)","2019-Jul-28 02:56 ± < 00:01","0.49 | 0.00126","0.49 | 0.00125","18.10","17.99","26.9","11 m -   25 m","bK19O03D"
"(2019 OM3)","2019-Jul-28 09:13 ±    00:01","2.61 | 0.00670","2.59 | 0.00665","12.83","12.80","26.6","13 m -   28 m","bK19O03M"
"(2019 OB1)","2019-Jul-28 18:41 ±    00:09","2.01 | 0.00516","1.99 | 0.00512","6.94","6.87","28.0","6.7 m -   15 m","bK19O01B"
"(2019 ON3)","2019-Jul-29 01:19 ±    00:14","0.56 | 0.00143","0.55 | 0.00142","14.16","14.03","27.8","7.3 m -   16 m","bK19O03N"
"(2019 NN4)","2019-Jul-29 01:22 ± < 00:01","6.61 | 0.01698","6.61 | 0.01698","3.79","3.74","25.8","18 m -   41 m","bK19N04N"
"(2019 OP4)","2019-Jul-29 12:59 ±    00:02","1.81 | 0.00465","1.80 | 0.00462","9.03","8.96","27.2","9.7 m -   22 m","bK19O04P"
"(2019 OX3)","2019-Jul-30 03:01 ± < 00:01","2.32 | 0.00595","2.30 | 0.00591","13.28","13.24","27.8","7.3 m -   16 m","bK19O03X"
"(2019 QW2)","2019-Jul-31 14:21 ±    00:03","16.17 | 0.04154","16.06 | 0.04127","4.83","4.81","24.8","29 m -   65 m","bK19Q02W"
"(2020 BL11)","2019-Jul-31 22:41 ±    00:26","10.37 | 0.02664","10.35 | 0.02660","3.16","3.12","27.9","7.0 m -   16 m","bK20B11L"
"(2019 ON)","2019-Aug-01 11:23 ±    00:01","6.73 | 0.01729","6.70 | 0.01722","4.66","4.63","25.2","24 m -   54 m","bK19O00N"
"(2019 PM)","2019-Aug-01 18:35 ± < 00:01","7.89 | 0.02027","7.88 | 0.02026","12.73","12.72","23.5","53 m -  120 m","bK19P00M"
"(2019 OJ3)","2019-Aug-02 19:24 ± < 00:01","11.35 | 0.02915","11.30 | 0.02904","16.19","16.19","23.9","44 m -   99 m","bK19O03J"
"(2019 PT)","2019-Aug-05 08:07 ± < 00:01","4.49 | 0.01154","4.49 | 0.01152","6.19","6.15","25.9","18 m -   39 m","bK19P00T"
"(2019 PC1)","2019-Aug-06 05:54 ±    00:04","2.15 | 0.00553","2.14 | 0.00551","13.21","13.18","26.0","17 m -   38 m","bK19P01C"
"(2019 PU)","2019-Aug-07 03:54 ± < 00:01","8.31 | 0.02136","8.30 | 0.02133","6.05","6.03","25.8","18 m -   41 m","bK19P00U"
"(2019 PH1)","2019-Aug-07 05:29 ± < 00:01","2.06 | 0.00529","2.05 | 0.00527","16.62","16.59","24.9","28 m -   62 m","bK19P01H"
"(2019 QJ6)","2019-Aug-09 12:47 ±    00:08","15.87 | 0.04079","15.70 | 0.04034","6.46","6.45","24.9","28 m -   62 m","bK19Q06J"
"(2019 PS1)","2019-Aug-09 17:29 ± < 00:01","2.01 | 0.00516","2.00 | 0.00514","9.85","9.79","26.8","12 m -   26 m","bK19P01S"
"(2006 QQ23)","2019-Aug-10 07:23 ± < 00:01","19.37 | 0.04977","19.37 | 0.04977","4.67","4.66","20.0","270 m -  590 m","bK06Q23Q"
"(2019 QT3)","2019-Aug-11 15:21 ±    00:03","17.13 | 0.04403","16.94 | 0.04352","7.38","7.37","23.6","51 m -  110 m","bK19Q03T"
"454094 (2013 BZ45)","2019-Aug-12 00:14 ± < 00:01","16.94 | 0.04352","16.94 | 0.04352","8.16","8.16","21.9","110 m -  250 m","a0454094"
"(2019 QG6)","2019-Aug-13 17:23 ±    00:32","18.50 | 0.04754","18.23 | 0.04684","4.49","4.48","25.7","19 m -   43 m","bK19Q06G"
"(2019 QT6)","2019-Aug-14 06:26 ±    00:11","13.12 | 0.03372","12.86 | 0.03305","8.28","8.27","24.8","29 m -   65 m","bK19Q06T"
"(2019 QD1)","2019-Aug-15 07:40 ±    00:02","6.85 | 0.01761","6.82 | 0.01753","7.73","7.71","26.5","13 m -   30 m","bK19Q01D"
"(2019 PJ)","2019-Aug-16 00:19 ± < 00:01","8.74 | 0.02247","8.68 | 0.02229","14.18","14.17","23.8","46 m -  100 m","bK19P00J"
"(2019 PH3)","2019-Aug-17 01:19 ± < 00:01","3.50 | 0.00900","3.50 | 0.00899","12.25","12.23","24.8","29 m -   65 m","bK19P03H"
"(2019 QU)","2019-Aug-17 04:03 ± < 00:01","18.69 | 0.04802","18.57 | 0.04771","10.99","10.98","25.1","25 m -   57 m","bK19Q00U"
"(2018 PN22)","2019-Aug-17 19:18 ±    00:27","17.06 | 0.04385","17.06 | 0.04383","2.30","2.28","27.5","8.4 m -   19 m","bK18P22N"
"(2019 PK)","2019-Aug-18 05:14 ± < 00:01","10.94 | 0.02810","10.88 | 0.02796","7.37","7.36","25.3","23 m -   52 m","bK19P00K"
"(2019 QE)","2019-Aug-20 10:13 ± < 00:01","3.49 | 0.00896","3.49 | 0.00896","8.53","8.50","26.9","11 m -   25 m","bK19Q00E"
"(2019 QF)","2019-Aug-20 11:06 ± < 00:01","2.40 | 0.00617","2.39 | 0.00615","10.63","10.58","28.0","6.7 m -   15 m","bK19Q00F"
"(2019 QB1)","2019-Aug-20 11:54 ±    00:01","0.32 | 0.00083","0.32 | 0.00082","11.88","11.61","27.4","8.8 m -   20 m","bK19Q01B"
"(2019 QH6)","2019-Aug-20 12:21 ±    00:32","3.18 | 0.00817","3.14 | 0.00806","6.94","6.89","26.9","11 m -   25 m","bK19Q06H"
"(2019 QH2)","2019-Aug-20 18:12 ±    00:08","0.13 | 0.00033","0.13 | 0.00032","14.07","13.49","30.4","2.2 m -  4.9 m","bK19Q02H"
"(2019 QK1)","2019-Aug-21 19:47 ± < 00:01","6.74 | 0.01733","6.72 | 0.01726","8.00","7.98","26.9","11 m -   25 m","bK19Q01K"
"(2019 QD)","2019-Aug-22 01:28 ± < 00:01","0.78 | 0.00200","0.78 | 0.00200","15.10","15.01","28.8","4.6 m -   10 m","bK19Q00D"
"(2019 QJ4)","2019-Aug-22 12:26 ± < 00:01","13.19 | 0.03388","13.16 | 0.03381","7.29","7.27","25.2","24 m -   54 m","bK19Q04J"
"(2019 QE7)","2019-Aug-22 13:38 ±    00:13","2.66 | 0.00684","2.65 | 0.00680","10.05","10.01","26.5","13 m -   30 m","bK19Q07E"
"(2019 QP2)","2019-Aug-23 04:56 ± < 00:01","5.49 | 0.01410","5.47 | 0.01405","17.49","17.48","24.7","31 m -   68 m","bK19Q02P"
"(2019 QL7)","2019-Aug-23 12:33 ±    00:08","4.85 | 0.01247","4.83 | 0.01242","12.10","12.09","26.6","13 m -   28 m","bK19Q07L"
"(2019 QU3)","2019-Aug-24 13:39 ± < 00:01","1.74 | 0.00447","1.74 | 0.00447","6.61","6.52","28.7","4.8 m -   11 m","bK19Q03U"
"(2019 QQ)","2019-Aug-25 01:30 ± < 00:01","10.00 | 0.02569","9.95 | 0.02557","12.25","12.24","25.2","24 m -   54 m","bK19Q00Q"
"(2019 QQ6)","2019-Aug-25 05:05 ±    00:06","12.08 | 0.03104","11.91 | 0.03060","16.98","16.98","25.3","23 m -   52 m","bK19Q06Q"
"(2019 QD7)","2019-Aug-25 10:01 ±    00:02","10.26 | 0.02635","10.18 | 0.02616","10.22","10.21","25.7","19 m -   43 m","bK19Q07D"
"(2016 PD1)","2019-Aug-26 08:35 ± < 00:01","11.28 | 0.02898","11.28 | 0.02898","5.87","5.85","23.8","46 m -  100 m","bK16P01D"
"(2019 QR8)","2019-Aug-26 08:51 ±    01:08","0.80 | 0.00207","0.77 | 0.00199","12.98","12.88","27.9","7.0 m -   16 m","bK19Q08R"
"(2019 QQ3)","2019-Aug-26 15:14 ±    00:01","0.25 | 0.00064","0.25 | 0.00063","19.73","19.52","29.3","3.7 m -  8.2 m","bK19Q03Q"
"(2019 QR)","2019-Aug-27 14:46 ± < 00:01","11.80 | 0.03031","11.73 | 0.03014","7.20","7.19","26.4","14 m -   31 m","bK19Q00R"
"(2002 JR100)","2019-Aug-27 22:37 ± < 00:01","19.31 | 0.04963","19.31 | 0.04963","8.39","8.38","24.3","37 m -   82 m","bK02JA0R"
"(2019 RW1)","2019-Aug-27 23:10 ± < 00:01","7.16 | 0.01839","7.15 | 0.01837","4.82","4.79","24.8","29 m -   65 m","bK19R01W"
"(2019 QS)","2019-Aug-28 06:31 ± < 00:01","5.49 | 0.01410","5.48 | 0.01407","22.54","22.53","24.8","29 m -   65 m","bK19Q00S"
"(2019 OU1)","2019-Aug-28 10:36 ± < 00:01","2.68 | 0.00688","2.67 | 0.00687","13.01","12.98","22.7","77 m -  170 m","bK19O01U"
"(2019 RB1)","2019-Aug-28 22:31 ± < 00:01","18.50 | 0.04753","18.47 | 0.04745","13.36","13.36","23.3","58 m -  130 m","bK19R01B"
"(2019 QV4)","2019-Aug-29 02:19 ± < 00:01","10.00 | 0.02569","9.98 | 0.02564","8.58","8.57","24.3","37 m -   82 m","bK19Q04V"
"(2019 RF2)","2019-Aug-30 02:28 ±    13:25","14.94 | 0.03838","14.72 | 0.03782","4.66","4.65","26.6","13 m -   28 m","bK19R02F"
"(2019 QR3)","2019-Aug-30 07:47 ± < 00:01","5.66 | 0.01453","5.63 | 0.01446","11.35","11.34","27.2","9.7 m -   22 m","bK19Q03R"
"(2019 QU4)","2019-Aug-30 22:47 ± < 00:01","4.61 | 0.01185","4.61 | 0.01183","8.40","8.37","24.8","29 m -   65 m","bK19Q04U"
"(2019 QP1)","2019-Aug-31 02:15 ± < 00:01","10.47 | 0.02689","10.38 | 0.02666","8.94","8.93","26.5","13 m -   30 m","bK19Q01P"
"(2019 RP)","2019-Aug-31 04:18 ±    00:01","3.97 | 0.01020","3.96 | 0.01017","9.38","9.36","27.1","10 m -   23 m","bK19R00P"
"(2019 RR2)","2019-Aug-31 04:58 ±    00:02","4.93 | 0.01267","4.91 | 0.01263","5.93","5.89","26.6","13 m -   28 m","bK19R02R"
"(2019 QD4)","2019-Aug-31 21:53 ± < 00:01","5.88 | 0.01511","5.81 | 0.01494","22.49","22.48","26.0","17 m -   38 m","bK19Q04D"
"(2019 QY5)","2019-Aug-31 23:50 ± < 00:01","10.72 | 0.02756","10.70 | 0.02750","10.06","10.05","25.8","18 m -   41 m","bK19Q05Y"
"(2019 RQ1)","2019-Sep-01 13:19 ± < 00:01","17.75 | 0.04562","17.56 | 0.04513","23.65","23.64","24.1","40 m -   90 m","bK19R01Q"
"(2019 QA5)","2019-Sep-02 01:44 ±    00:03","5.65 | 0.01451","5.56 | 0.01428","13.53","13.52","26.0","17 m -   38 m","bK19Q05A"
"(2019 RE1)","2019-Sep-02 07:04 ±    00:03","3.83 | 0.00983","3.81 | 0.00978","7.44","7.41","28.9","4.4 m -  9.9 m","bK19R01E"
"(2019 RQ)","2019-Sep-02 16:45 ± < 00:01","0.29 | 0.00074","0.29 | 0.00074","13.22","12.94","30.6","2.0 m -  4.5 m","bK19R00Q"
"(2019 QX1)","2019-Sep-02 19:52 ±    00:04","18.88 | 0.04850","18.71 | 0.04807","16.84","16.84","25.3","23 m -   52 m","bK19Q01X"
"(2019 OF2)","2019-Sep-03 01:13 ±    00:04","18.20 | 0.04676","18.08 | 0.04646","10.73","10.73","24.0","42 m -   94 m","bK19O02F"
"(2018 DE1)","2019-Sep-03 19:30 ±    04:56","12.67 | 0.03254","11.05 | 0.02839","6.57","6.56","25.5","21 m -   47 m","bK18D01E"
"(2019 RO1)","2019-Sep-04 01:34 ± < 00:01","7.29 | 0.01872","7.22 | 0.01855","13.98","13.97","26.8","12 m -   26 m","bK19R01O"
"(2019 QX3)","2019-Sep-04 02:10 ±    00:05","11.15 | 0.02866","10.97 | 0.02819","17.82","17.81","25.2","24 m -   54 m","bK19Q03X"
"(2019 SN7)","2019-Sep-04 04:54 ±    00:47","4.90 | 0.01260","4.84 | 0.01244","8.02","7.99","25.4","22 m -   49 m","bK19S07N"
"(2019 RB2)","2019-Sep-04 06:14 ± < 00:01","1.11 | 0.00284","1.10 | 0.00283","6.58","6.43","27.7","7.7 m -   17 m","bK19R02B"
"(2019 RZ)","2019-Sep-04 06:42 ± < 00:01","12.40 | 0.03186","12.32 | 0.03166","15.95","15.95","25.5","21 m -   47 m","bK19R00Z"
"(2019 SP4)","2019-Sep-04 08:48 ±    00:20","19.27 | 0.04953","19.00 | 0.04883","9.03","9.02","23.7","48 m -  110 m","bK19S04P"
"(2019 RF1)","2019-Sep-04 11:42 ± < 00:01","3.53 | 0.00907","3.52 | 0.00905","6.00","5.95","28.8","4.6 m -   10 m","bK19R01F"
"(2019 QE1)","2019-Sep-05 21:39 ± < 00:01","13.14 | 0.03377","13.07 | 0.03358","6.64","6.63","25.2","24 m -   54 m","bK19Q01E"
"(2019 RP1)","2019-Sep-05 22:04 ± < 00:01","0.10 | 0.00025","0.10 | 0.00025","25.88","25.47","27.9","7.0 m -   16 m","bK19R01P"
"(2019 RM1)","2019-Sep-05 22:06 ±    00:06","8.13 | 0.02090","8.10 | 0.02081","7.58","7.56","27.8","7.3 m -   16 m","bK19R01M"
"(2019 RD1)","2019-Sep-06 01:10 ±    00:03","6.11 | 0.01570","6.09 | 0.01564","7.06","7.04","26.9","11 m -   25 m","bK19R01D"
"(2019 GT3)","2019-Sep-06 04:21 ± < 00:01","19.44 | 0.04996","19.44 | 0.04996","13.64","13.64","21.0","170 m -  380 m","bK19G03T"
"(2019 SL4)","2019-Sep-07 00:02 ±    00:08","12.16 | 0.03123","12.13 | 0.03117","12.41","12.41","23.9","44 m -   99 m","bK19S04L"
"(2019 SQ)","2019-Sep-07 04:19 ±    00:10","5.35 | 0.01375","5.28 | 0.01356","10.28","10.26","25.9","18 m -   39 m","bK19S00Q"
"(2019 RA)","2019-Sep-07 06:56 ± < 00:01","4.52 | 0.01162","4.52 | 0.01162","5.72","5.68","25.5","21 m -   47 m","bK19R00A"
"(2019 RC1)","2019-Sep-07 10:48 ± < 00:01","0.48 | 0.00123","0.48 | 0.00123","20.36","20.25","28.9","4.4 m -  9.9 m","bK19R01C"
"(2019 QZ)","2019-Sep-08 08:12 ± < 00:01","15.66 | 0.04025","15.65 | 0.04023","4.34","4.33","26.0","17 m -   38 m","bK19Q00Z"
"(2019 RX1)","2019-Sep-09 02:10 ± < 00:01","9.67 | 0.02486","9.67 | 0.02486","13.33","13.32","25.5","21 m -   47 m","bK19R01X"
"(2019 RT3)","2019-Sep-09 04:10 ± < 00:01","1.45 | 0.00371","1.45 | 0.00371","7.61","7.52","25.2","24 m -   54 m","bK19R03T"
"(2019 QZ3)","2019-Sep-09 10:16 ± < 00:01","9.69 | 0.02490","9.69 | 0.02490","7.47","7.45","24.8","29 m -   65 m","bK19Q03Z"
"(2019 RG2)","2019-Sep-09 19:13 ± < 00:01","1.36 | 0.00350","1.36 | 0.00349","21.98","21.95","27.4","8.8 m -   20 m","bK19R02G"
"(2019 QY4)","2019-Sep-10 01:10 ± < 00:01","2.50 | 0.00641","2.49 | 0.00640","7.78","7.72","27.6","8.0 m -   18 m","bK19Q04Y"
"(2020 CD3)","2019-Sep-10 03:47 ±    06:56","0.79 | 0.00202","0.77 | 0.00197","1.47","NaN","31.7","1.2 m -  2.7 m","bK20C03D"
"(2019 RH)","2019-Sep-10 08:41 ± < 00:01","6.95 | 0.01787","6.91 | 0.01775","16.81","16.80","26.0","17 m -   38 m","bK19R00H"
"(2019 SQ1)","2019-Sep-10 11:21 ±    00:02","3.18 | 0.00818","3.17 | 0.00814","6.05","6.00","27.6","8.0 m -   18 m","bK19S01Q"
"(2019 SC2)","2019-Sep-10 13:33 ±    00:11","8.23 | 0.02114","8.14 | 0.02092","6.88","6.86","27.7","7.7 m -   17 m","bK19S02C"
"(2019 SF1)","2019-Sep-10 16:36 ±    00:05","2.05 | 0.00528","2.05 | 0.00526","6.48","6.41","26.3","15 m -   33 m","bK19S01F"
"(2019 SF)","2019-Sep-11 23:56 ±    02:07","6.90 | 0.01772","6.76 | 0.01737","12.83","12.82","26.1","16 m -   36 m","bK19S00F"
"(2019 RX2)","2019-Sep-12 03:19 ± < 00:01","7.19 | 0.01848","7.15 | 0.01836","5.34","5.31","28.5","5.3 m -   12 m","bK19R02X"
"(2019 RJ1)","2019-Sep-12 07:40 ±    00:03","10.78 | 0.02771","10.69 | 0.02746","10.45","10.44","26.9","11 m -   25 m","bK19R01J"
"(2019 SA1)","2019-Sep-12 22:19 ±    00:03","16.32 | 0.04193","16.10 | 0.04136","7.87","7.86","26.3","15 m -   33 m","bK19S01A"
"(2019 SK1)","2019-Sep-12 23:43 ±    00:05","2.77 | 0.00712","2.75 | 0.00707","11.16","11.13","25.7","19 m -   43 m","bK19S01K"
"(2019 SW)","2019-Sep-13 04:45 ± < 00:01","12.27 | 0.03154","12.23 | 0.03144","10.30","10.29","24.5","33 m -   75 m","bK19S00W"
"(2010 RM82)","2019-Sep-13 10:38 ± 4_23:25","18.12 | 0.04655","1.63 | 0.00420","14.58","14.58","25.9","18 m -   39 m","bK10R82M"
"(2013 CV83)","2019-Sep-13 12:54 ± < 00:01","16.09 | 0.04134","16.09 | 0.04134","13.12","13.12","23.9","44 m -   99 m","bK13C83V"
"(2019 SU1)","2019-Sep-13 13:52 ± < 00:01","4.46 | 0.01146","4.45 | 0.01143","5.14","5.10","28.4","5.6 m -   12 m","bK19S01U"
"(2019 SQ10)","2019-Sep-13 20:50 ±    00:29","15.97 | 0.04103","15.64 | 0.04018","5.90","5.89","25.3","23 m -   52 m","bK19S10Q"
"504800 (2010 CO1)","2019-Sep-14 03:42 ± < 00:01","13.86 | 0.03561","13.86 | 0.03561","14.36","14.35","21.9","110 m -  250 m","a0504800"
"(2019 RT)","2019-Sep-14 07:12 ± < 00:01","13.65 | 0.03507","13.53 | 0.03477","16.59","16.58","24.3","37 m -   82 m","bK19R00T"
"(2019 RQ2)","2019-Sep-14 17:12 ± < 00:01","9.33 | 0.02399","9.26 | 0.02380","17.16","17.16","25.4","22 m -   49 m","bK19R02Q"
"(2019 SW8)","2019-Sep-14 20:36 ±    00:02","15.51 | 0.03986","15.44 | 0.03966","6.39","6.38","25.7","19 m -   43 m","bK19S08W"
"467317 (2000 QW7)","2019-Sep-14 23:54 ± < 00:01","13.87 | 0.03564","13.87 | 0.03564","6.42","6.41","19.6","320 m -  710 m","a0467317"
"(2019 SM2)","2019-Sep-15 00:50 ± < 00:01","6.48 | 0.01664","6.43 | 0.01652","18.43","18.43","26.1","16 m -   36 m","bK19S02M"
"(2019 SE3)","2019-Sep-15 06:25 ± < 00:01","16.86 | 0.04332","16.78 | 0.04311","8.45","8.44","25.2","24 m -   54 m","bK19S03E"
"(2019 SF4)","2019-Sep-15 16:00 ±    00:03","6.80 | 0.01748","6.76 | 0.01737","8.24","8.22","25.9","18 m -   39 m","bK19S04F"
"(2019 TO1)","2019-Sep-16 03:32 ±    00:09","12.44 | 0.03196","12.28 | 0.03154","7.21","7.20","25.4","22 m -   49 m","bK19T01O"
"(2019 JF1)","2019-Sep-16 06:44 ± < 00:01","11.16 | 0.02867","11.16 | 0.02866","4.30","4.28","23.7","48 m -  110 m","bK19J01F"
"(2019 SD)","2019-Sep-16 11:19 ± < 00:01","5.81 | 0.01494","5.81 | 0.01494","10.18","10.16","25.4","22 m -   49 m","bK19S00D"
"(2018 FU1)","2019-Sep-16 12:22 ± < 00:01","18.33 | 0.04709","18.33 | 0.04709","4.70","4.69","26.8","12 m -   26 m","bK18F01U"
"(2019 SJ)","2019-Sep-16 18:56 ± < 00:01","0.64 | 0.00163","0.64 | 0.00163","8.68","8.49","27.6","8.0 m -   18 m","bK19S00J"
"(2019 RC)","2019-Sep-16 20:43 ± < 00:01","17.38 | 0.04467","17.38 | 0.04467","15.08","15.08","21.8","120 m -  260 m","bK19R00C"
"(2019 SN)","2019-Sep-17 04:10 ±    00:15","19.17 | 0.04927","19.00 | 0.04883","7.43","7.43","25.4","22 m -   49 m","bK19S00N"
"(2019 SJ4)","2019-Sep-17 06:34 ±    00:51","6.75 | 0.01735","6.65 | 0.01709","13.58","13.57","25.6","20 m -   45 m","bK19S04J"
"(2019 SR4)","2019-Sep-17 07:07 ±    05:39","5.30 | 0.01362","5.17 | 0.01328","11.57","11.55","26.0","17 m -   38 m","bK19S04R"
"(2019 SN1)","2019-Sep-17 07:25 ±    00:02","11.37 | 0.02922","11.28 | 0.02899","9.00","8.99","26.5","13 m -   30 m","bK19S01N"
"(2019 SY2)","2019-Sep-19 12:27 ±    00:05","3.32 | 0.00852","3.29 | 0.00844","12.50","12.47","26.6","13 m -   28 m","bK19S02Y"
"(2019 SO4)","2019-Sep-19 13:02 ±    00:41","10.62 | 0.02729","10.31 | 0.02649","8.46","8.45","27.3","9.2 m -   21 m","bK19S04O"
"(2019 SQ2)","2019-Sep-19 16:43 ± < 00:01","10.10 | 0.02594","10.06 | 0.02584","19.52","19.51","23.9","44 m -   99 m","bK19S02Q"
"(2019 SC)","2019-Sep-19 18:37 ± < 00:01","1.40 | 0.00360","1.40 | 0.00359","13.50","13.44","27.4","8.8 m -   20 m","bK19S00C"
"(2019 SQ6)","2019-Sep-20 09:58 ± < 00:01","16.94 | 0.04353","16.76 | 0.04306","6.61","6.60","25.6","20 m -   45 m","bK19S06Q"
"(2019 RP2)","2019-Sep-20 12:18 ± < 00:01","8.44 | 0.02169","8.43 | 0.02167","1.57","1.49","28.9","4.4 m -  9.9 m","bK19R02P"
"(2019 SO6)","2019-Sep-20 13:17 ±    00:09","2.42 | 0.00622","2.40 | 0.00616","28.60","28.59","25.4","22 m -   49 m","bK19S06O"
"(2019 ST)","2019-Sep-20 17:20 ± < 00:01","5.50 | 0.01413","5.49 | 0.01410","12.94","12.93","24.5","33 m -   75 m","bK19S00T"
"(2017 SL16)","2019-Sep-21 02:12 ± < 00:01","7.89 | 0.02027","7.89 | 0.02027","6.47","6.45","25.8","18 m -   41 m","bK17S16L"
"(2019 SU2)","2019-Sep-21 02:48 ±    00:01","0.19 | 0.00048","0.19 | 0.00048","11.92","11.45","30.1","2.5 m -  5.7 m","bK19S02U"
"(2017 SM21)","2019-Sep-21 04:52 ± 5_17:10","11.44 | 0.02939","3.18 | 0.00818","9.61","9.61","26.3","15 m -   33 m","bK17S21M"
"(2019 SD1)","2019-Sep-21 06:46 ± < 00:01","0.73 | 0.00187","0.73 | 0.00186","24.09","24.03","28.5","5.3 m -   12 m","bK19S01D"
"(2019 SS2)","2019-Sep-21 07:12 ±    00:02","0.30 | 0.00077","0.30 | 0.00077","8.81","8.41","30.7","1.9 m -  4.3 m","bK19S02S"
"(2019 SB5)","2019-Sep-21 07:55 ±    00:03","4.82 | 0.01239","4.81 | 0.01235","5.28","5.24","28.2","6.1 m -   14 m","bK19S05B"
"(2019 SR2)","2019-Sep-21 12:30 ± < 00:01","17.30 | 0.04446","17.24 | 0.04430","8.27","8.26","25.5","21 m -   47 m","bK19S02R"
"(2019 RB3)","2019-Sep-21 14:33 ± < 00:01","18.93 | 0.04864","18.81 | 0.04835","11.83","11.83","24.2","38 m -   86 m","bK19R03B"
"(2019 SX)","2019-Sep-21 16:46 ± < 00:01","1.10 | 0.00283","1.10 | 0.00283","14.44","14.37","29.6","3.2 m -  7.1 m","bK19S00X"
"(2019 QZ1)","2019-Sep-22 01:22 ±    00:04","12.47 | 0.03205","12.46 | 0.03202","8.20","8.19","23.3","58 m -  130 m","bK19Q01Z"
"(2019 SL3)","2019-Sep-22 03:55 ± < 00:01","7.30 | 0.01876","7.24 | 0.01861","6.78","6.75","27.1","10 m -   23 m","bK19S03L"
"(2019 SG1)","2019-Sep-22 21:08 ± < 00:01","2.21 | 0.00567","2.20 | 0.00565","17.44","17.42","27.8","7.3 m -   16 m","bK19S01G"
"(2019 SX6)","2019-Sep-22 22:23 ±    00:02","10.30 | 0.02646","10.19 | 0.02618","8.03","8.02","26.0","17 m -   38 m","bK19S06X"
"(2019 SS3)","2019-Sep-22 22:48 ±    00:21","0.73 | 0.00188","0.73 | 0.00186","14.42","14.32","26.2","15 m -   34 m","bK19S03S"
"(2019 TU2)","2019-Sep-23 03:44 ±    08:37","7.80 | 0.02005","7.65 | 0.01965","9.46","9.45","26.4","14 m -   31 m","bK19T02U"
"(2019 SY6)","2019-Sep-23 06:25 ± < 00:01","17.99 | 0.04622","17.67 | 0.04541","14.39","14.39","25.1","25 m -   57 m","bK19S06Y"
"(2019 SU3)","2019-Sep-24 04:19 ± < 00:01","2.36 | 0.00607","2.36 | 0.00607","2.62","2.45","27.2","9.7 m -   22 m","bK19S03U"
"(2019 TP4)","2019-Sep-24 05:15 ±    04:36","12.39 | 0.03183","12.09 | 0.03106","6.81","6.80","26.4","14 m -   31 m","bK19T04P"
"523934 (1998 FF14)","2019-Sep-24 07:27 ± < 00:01","10.82 | 0.02780","10.82 | 0.02780","22.26","22.26","20.6","200 m -  450 m","a0523934"
"(2019 SW1)","2019-Sep-24 10:52 ± < 00:01","3.00 | 0.00770","2.98 | 0.00767","12.69","12.66","27.2","9.7 m -   22 m","bK19S01W"
"(2019 TR4)","2019-Sep-25 00:18 ±    00:07","10.88 | 0.02796","10.74 | 0.02760","4.62","4.60","26.8","12 m -   26 m","bK19T04R"
"(2019 SA9)","2019-Sep-25 04:00 ±    01:44","9.14 | 0.02348","8.51 | 0.02187","12.40","12.39","26.8","12 m -   26 m","bK19S09A"
"(2019 SK9)","2019-Sep-25 11:52 ±    00:03","3.07 | 0.00789","3.03 | 0.00778","16.96","16.94","27.1","10 m -   23 m","bK19S09K"
"(2019 SG9)","2019-Sep-25 14:06 ± < 00:01","9.54 | 0.02451","9.46 | 0.02431","16.35","16.35","25.0","27 m -   59 m","bK19S09G"
"(2019 SF6)","2019-Sep-25 17:00 ± < 00:01","14.55 | 0.03740","14.45 | 0.03714","8.77","8.76","26.2","15 m -   34 m","bK19S06F"
