"Object","Close-Approach (CA) Date","CA Distance Nominal (LD | au)","CA Distance Minimum (LD | au)","V relative (km/s)","V infinity (km/s)","H (mag)","Estimated Diameter",""
"(2019 JX1)","2019-May-02 12:39 ± < 00:01","0.47 | 0.00120","0.47 | 0.00120","14.54","14.38","29.1","4.0 m -  9.0 m","bK19J01X"
"(2019 JE5)","2019-May-02 18:02 ± < 00:01","12.36 | 0.03177","12.26 | 0.03150","10.61","10.60","25.7","19 m -   43 m","bK19J05E"
"(2019 JH5)","2019-May-03 08:14 ±    00:11","4.89 | 0.01256","4.82 | 0.01239","16.21","16.20","25.5","21 m -   47 m","bK19J05H"
"(2019 HP)","2019-May-03 15:22 ± < 00:01","9.28 | 0.02386","9.24 | 0.02375","5.65","5.63","25.8","18 m -   41 m","bK19H00P"
"(2019 JZ2)","2019-May-04 09:12 ± < 00:01","1.33 | 0.00342","1.33 | 0.00341","20.00","19.96","26.8","12 m -   26 m","bK19J02Z"
"(2019 HV3)","2019-May-04 09:52 ± < 00:01","12.35 | 0.03174","12.33 | 0.03169","10.86","10.86","24.0","42 m -   94 m","bK19H03V"
"(2018 KK1)","2019-May-05 14:40 ±    08:45","13.89 | 0.03570","11.48 | 0.02949","13.88","13.88","23.5","53 m -  120 m","bK18K01K"
"(2019 JY2)","2019-May-05 17:12 ± < 00:01","0.38 | 0.00098","0.38 | 0.00098","8.05","7.71","29.6","3.2 m -  7.1 m","bK19J02Y"
"(2019 JE)","2019-May-05 18:24 ± < 00:01","2.47 | 0.00636","2.47 | 0.00635","7.21","7.15","26.2","15 m -   34 m","bK19J00E"
"(2019 JX5)","2019-May-06 00:33 ±    00:01","4.31 | 0.01107","4.28 | 0.01100","9.65","9.63","26.2","15 m -   34 m","bK19J05X"
"(2019 JT2)","2019-May-06 19:17 ± < 00:01","6.76 | 0.01738","6.75 | 0.01734","15.87","15.86","25.6","20 m -   45 m","bK19J02T"
"(2019 JZ7)","2019-May-07 07:43 ±    00:03","6.66 | 0.01712","6.59 | 0.01693","20.51","20.50","24.1","40 m -   90 m","bK19J07Z"
"(2019 HQ3)","2019-May-07 19:31 ± < 00:01","15.66 | 0.04025","15.50 | 0.03982","12.70","12.69","25.4","22 m -   49 m","bK19H03Q"
"(2019 JV5)","2019-May-08 14:16 ± < 00:01","1.25 | 0.00322","1.25 | 0.00320","11.31","11.23","27.9","7.0 m -   16 m","bK19J05V"
"(2019 JM)","2019-May-09 12:52 ± < 00:01","3.92 | 0.01008","3.91 | 0.01005","7.56","7.53","27.0","11 m -   24 m","bK19J00M"
"(2017 RC)","2019-May-09 15:36 ± 3_03:16","14.41 | 0.03703","10.09 | 0.02592","10.60","10.60","27.9","7.0 m -   16 m","bK17R00C"
"528159 (2008 HS3)","2019-May-09 22:03 ± < 00:01","14.54 | 0.03737","14.54 | 0.03737","5.28","5.27","21.6","130 m -  280 m","a0528159"
"(2019 JN3)","2019-May-10 00:22 ±    00:02","6.43 | 0.01653","6.39 | 0.01642","6.68","6.66","27.1","10 m -   23 m","bK19J03N"
"(2019 JJ3)","2019-May-10 17:38 ± < 00:01","1.96 | 0.00504","1.96 | 0.00504","9.74","9.68","27.5","8.4 m -   19 m","bK19J03J"
"(2019 JV2)","2019-May-11 02:04 ± < 00:01","18.07 | 0.04643","17.98 | 0.04619","16.24","16.23","23.0","67 m -  150 m","bK19J02V"
"(2019 JL)","2019-May-12 08:46 ± < 00:01","14.29 | 0.03671","14.10 | 0.03623","9.17","9.16","26.1","16 m -   36 m","bK19J00L"
"(2018 VX8)","2019-May-12 08:55 ± < 00:01","6.16 | 0.01584","6.16 | 0.01584","15.46","15.45","22.5","84 m -  190 m","bK18V08X"
"(2019 JO2)","2019-May-12 09:53 ± < 00:01","3.64 | 0.00936","3.63 | 0.00933","10.84","10.82","25.7","19 m -   43 m","bK19J02O"
"(2019 JV7)","2019-May-12 13:10 ±    00:02","7.59 | 0.01950","7.48 | 0.01922","9.07","9.06","26.3","15 m -   33 m","bK19J07V"
"(2019 JM3)","2019-May-12 18:01 ± < 00:01","10.76 | 0.02765","10.61 | 0.02726","20.28","20.27","25.0","27 m -   59 m","bK19J03M"
"(2019 JW7)","2019-May-13 10:28 ± < 00:01","7.76 | 0.01993","7.72 | 0.01983","19.96","19.96","25.4","22 m -   49 m","bK19J07W"
"(2019 JR5)","2019-May-13 11:15 ± < 00:01","11.08 | 0.02848","11.04 | 0.02837","24.99","24.99","24.7","31 m -   68 m","bK19J05R"
"(2019 JK3)","2019-May-13 22:03 ± < 00:01","3.15 | 0.00809","3.14 | 0.00806","10.67","10.64","26.7","12 m -   27 m","bK19J03K"
"(2019 JW5)","2019-May-13 23:09 ± < 00:01","2.34 | 0.00601","2.33 | 0.00600","11.49","11.46","27.4","8.8 m -   20 m","bK19J05W"
"(2019 JO3)","2019-May-14 15:02 ±    00:05","18.41 | 0.04730","17.71 | 0.04550","10.83","10.82","24.5","33 m -   75 m","bK19J03O"
"(2019 LE1)","2019-May-14 23:44 ±    00:07","9.95 | 0.02556","9.89 | 0.02540","4.99","4.97","26.4","14 m -   31 m","bK19L01E"
"(2019 JN2)","2019-May-15 02:15 ± < 00:01","7.04 | 0.01808","7.03 | 0.01807","6.77","6.75","25.7","19 m -   43 m","bK19J02N"
"(2019 JB8)","2019-May-15 19:55 ± < 00:01","10.32 | 0.02652","10.23 | 0.02629","22.06","22.06","24.6","32 m -   71 m","bK19J08B"
"(2019 JN5)","2019-May-16 00:05 ± < 00:01","4.43 | 0.01138","4.40 | 0.01130","13.09","13.07","25.6","20 m -   45 m","bK19J05N"
"(2019 JH7)","2019-May-16 00:06 ± < 00:01","0.19 | 0.00048","0.19 | 0.00048","9.64","9.05","29.6","3.2 m -  7.1 m","bK19J07H"
"(2019 KF2)","2019-May-16 21:04 ± < 00:01","11.47 | 0.02948","11.46 | 0.02944","4.17","4.15","25.1","25 m -   57 m","bK19K02F"
"(2019 JG1)","2019-May-17 01:55 ± < 00:01","5.56 | 0.01429","5.56 | 0.01429","8.08","8.06","26.6","13 m -   28 m","bK19J01G"
"(2012 KT12)","2019-May-17 14:41 ± < 00:01","4.14 | 0.01064","4.14 | 0.01064","4.00","3.94","26.8","12 m -   26 m","bK12K12T"
"(2019 GT1)","2019-May-17 23:38 ± < 00:01","6.09 | 0.01565","6.09 | 0.01565","3.95","3.90","24.9","28 m -   62 m","bK19G01T"
"(2019 KD4)","2019-May-18 13:45 ±    00:01","5.84 | 0.01501","5.80 | 0.01491","4.29","4.25","28.0","6.7 m -   15 m","bK19K04D"
"(2019 JR1)","2019-May-18 17:46 ± < 00:01","16.14 | 0.04148","15.98 | 0.04106","10.04","10.03","24.5","33 m -   75 m","bK19J01R"
"(2019 JY7)","2019-May-18 22:50 ±    00:02","3.01 | 0.00774","3.00 | 0.00771","7.68","7.64","27.7","7.7 m -   17 m","bK19J07Y"
"(2019 KD)","2019-May-19 10:29 ± < 00:01","14.00 | 0.03596","13.97 | 0.03590","4.88","4.86","23.5","53 m -  120 m","bK19K00D"
"(2019 JB1)","2019-May-20 03:23 ± < 00:01","16.76 | 0.04307","16.76 | 0.04306","26.05","26.04","20.9","180 m -  390 m","bK19J01B"
"(2019 KW)","2019-May-20 07:15 ±    00:02","1.81 | 0.00465","1.80 | 0.00462","7.19","7.11","26.9","11 m -   25 m","bK19K00W"
"(2019 JL3)","2019-May-20 07:33 ± < 00:01","2.48 | 0.00637","2.48 | 0.00637","8.79","8.74","25.0","27 m -   59 m","bK19J03L"
"(2019 KN5)","2019-May-22 19:15 ±    00:45","3.23 | 0.00829","3.18 | 0.00818","6.09","6.04","27.1","10 m -   23 m","bK19K05N"
"(2019 KN2)","2019-May-22 19:53 ± < 00:01","4.15 | 0.01065","4.14 | 0.01064","3.45","3.37","27.1","10 m -   23 m","bK19K02N"
"(2019 KM)","2019-May-23 15:38 ± < 00:01","9.12 | 0.02343","9.10 | 0.02339","10.12","10.11","24.3","37 m -   82 m","bK19K00M"
"(2019 JF7)","2019-May-24 01:59 ±    00:40","14.65 | 0.03765","14.47 | 0.03719","10.93","10.92","24.9","28 m -   62 m","bK19J07F"
"(2019 KD2)","2019-May-24 21:23 ± < 00:01","14.10 | 0.03623","14.06 | 0.03614","9.62","9.61","24.9","28 m -   62 m","bK19K02D"
"(2019 KX)","2019-May-25 05:19 ± < 00:01","10.49 | 0.02697","10.47 | 0.02690","9.56","9.55","26.0","17 m -   38 m","bK19K00X"
"(2015 KQ18)","2019-May-25 14:23 ±    00:27","10.69 | 0.02748","10.24 | 0.02630","13.07","13.06","25.4","22 m -   49 m","bK15K18Q"
"(2019 KL)","2019-May-25 15:44 ± < 00:01","2.05 | 0.00528","2.05 | 0.00526","14.38","14.34","26.4","14 m -   31 m","bK19K00L"
"66391 Moshup (1999 KW4)","2019-May-25 23:05 ± < 00:01","13.48 | 0.03464","13.48 | 0.03464","21.51","21.51","16.6","1.3 km -  2.8 km","a0066391"
"(2019 LO)","2019-May-25 23:06 ±    01:50","3.14 | 0.00806","3.08 | 0.00793","8.26","8.22","27.6","8.0 m -   18 m","bK19L00O"
"(2019 KK3)","2019-May-26 04:53 ± < 00:01","8.47 | 0.02176","8.44 | 0.02168","4.48","4.46","27.1","10 m -   23 m","bK19K03K"
"(2019 JD8)","2019-May-26 20:31 ±    00:05","14.70 | 0.03778","14.36 | 0.03689","14.81","14.80","24.7","31 m -   68 m","bK19J08D"
"(2019 KN)","2019-May-26 20:59 ± < 00:01","3.97 | 0.01021","3.97 | 0.01020","10.26","10.23","26.1","16 m -   36 m","bK19K00N"
"(2019 KT)","2019-May-28 03:48 ± < 00:01","0.85 | 0.00217","0.84 | 0.00217","11.62","11.51","26.6","13 m -   28 m","bK19K00T"
"(2003 LH)","2019-May-28 11:19 ±    01:02","15.56 | 0.03998","14.15 | 0.03637","7.35","7.34","25.2","24 m -   54 m","bK03L00H"
"(2019 JH8)","2019-May-28 15:39 ± < 00:01","9.03 | 0.02321","9.00 | 0.02312","6.86","6.84","26.1","16 m -   36 m","bK19J08H"
"(2019 KV)","2019-May-29 12:27 ± < 00:01","7.03 | 0.01806","7.02 | 0.01805","5.59","5.56","26.2","15 m -   34 m","bK19K00V"
"(2019 KH)","2019-May-29 18:26 ± < 00:01","15.31 | 0.03933","15.25 | 0.03918","9.82","9.81","24.3","37 m -   82 m","bK19K00H"
"(2019 LT1)","2019-May-30 02:33 ± < 00:01","9.54 | 0.02451","9.51 | 0.02443","8.52","8.50","26.4","14 m -   31 m","bK19L01T"
"(2019 KJ4)","2019-May-30 09:50 ± < 00:01","6.70 | 0.01722","6.69 | 0.01718","4.59","4.56","27.4","8.8 m -   20 m","bK19K04J"
"(2011 HP)","2019-May-30 10:48 ± < 00:01","12.26 | 0.03149","12.26 | 0.03149","8.43","8.42","22.1","100 m -  230 m","bK11H00P"
"(2019 KG2)","2019-May-30 15:10 ± < 00:01","2.65 | 0.00680","2.65 | 0.00680","12.00","11.97","25.9","18 m -   39 m","bK19K02G"
"(2019 KJ2)","2019-May-31 02:41 ±    00:02","13.68 | 0.03514","13.61 | 0.03498","1.67","1.62","27.1","10 m -   23 m","bK19K02J"
"(2019 KL2)","2019-Jun-01 00:25 ±    00:05","8.70 | 0.02235","8.65 | 0.02223","4.52","4.49","27.5","8.4 m -   19 m","bK19K02L"
"(2019 LP5)","2019-Jun-01 02:04 ± < 00:01","9.00 | 0.02313","8.93 | 0.02294","29.68","29.68","24.1","40 m -   90 m","bK19L05P"
"(2019 LX5)","2019-Jun-01 02:28 ± < 00:01","11.17 | 0.02871","11.09 | 0.02849","7.84","7.83","26.5","13 m -   30 m","bK19L05X"
"(2019 KU)","2019-Jun-01 04:59 ±    00:01","16.01 | 0.04113","15.88 | 0.04081","6.09","6.08","26.5","13 m -   30 m","bK19K00U"
"(2019 LB1)","2019-Jun-01 20:40 ± < 00:01","3.82 | 0.00981","3.81 | 0.00979","4.28","4.21","27.0","11 m -   24 m","bK19L01B"
"(2019 KY3)","2019-Jun-02 05:21 ± < 00:01","2.28 | 0.00587","2.27 | 0.00584","16.31","16.28","26.6","13 m -   28 m","bK19K03Y"
"(2019 KH1)","2019-Jun-02 08:10 ± < 00:01","10.59 | 0.02722","10.53 | 0.02706","18.52","18.51","25.5","21 m -   47 m","bK19K01H"
"(2010 WH1)","2019-Jun-02 08:42 ± < 00:01","17.96 | 0.04614","17.95 | 0.04613","7.82","7.81","26.2","15 m -   34 m","bK10W01H"
"(2019 LC)","2019-Jun-02 09:59 ± < 00:01","19.07 | 0.04900","18.88 | 0.04852","6.89","6.88","25.8","18 m -   41 m","bK19L00C"
"(2019 LH1)","2019-Jun-02 13:22 ± < 00:01","11.51 | 0.02957","11.47 | 0.02947","16.62","16.61","25.0","27 m -   59 m","bK19L01H"
"(2019 LA2)","2019-Jun-02 20:41 ± < 00:01","1.19 | 0.00306","1.19 | 0.00306","14.36","14.30","26.7","12 m -   27 m","bK19L02A"
"(2019 LQ1)","2019-Jun-03 01:15 ± < 00:01","5.46 | 0.01403","5.45 | 0.01399","7.97","7.95","26.1","16 m -   36 m","bK19L01Q"
"(2012 KZ41)","2019-Jun-03 23:43 ± < 00:01","3.77 | 0.00968","3.77 | 0.00968","12.03","12.00","25.2","24 m -   54 m","bK12K41Z"
"(2019 KY)","2019-Jun-04 11:38 ± < 00:01","5.49 | 0.01412","5.49 | 0.01411","6.19","6.16","26.2","15 m -   34 m","bK19K00Y"
"(2019 KS)","2019-Jun-04 19:42 ± < 00:01","12.22 | 0.03140","12.18 | 0.03131","17.61","17.61","24.6","32 m -   71 m","bK19K00S"
"(2019 KA4)","2019-Jun-05 06:23 ± < 00:01","8.37 | 0.02150","8.37 | 0.02150","7.16","7.14","26.0","17 m -   38 m","bK19K04A"
"(2019 LW5)","2019-Jun-05 16:22 ± < 00:01","8.09 | 0.02078","8.06 | 0.02071","5.83","5.81","25.4","22 m -   49 m","bK19L05W"
"(2019 LY4)","2019-Jun-06 01:30 ± < 00:01","0.22 | 0.00056","0.22 | 0.00056","20.74","20.50","27.8","7.3 m -   16 m","bK19L04Y"
"(2019 KA3)","2019-Jun-06 03:25 ± < 00:01","3.94 | 0.01013","3.94 | 0.01011","3.86","3.80","27.9","7.0 m -   16 m","bK19K03A"
"(2019 JX2)","2019-Jun-06 08:05 ± < 00:01","13.72 | 0.03526","13.70 | 0.03520","6.97","6.96","24.6","32 m -   71 m","bK19J02X"
"(2014 MF18)","2019-Jun-06 09:48 ± < 00:01","8.85 | 0.02274","8.85 | 0.02274","2.99","2.95","26.1","16 m -   36 m","bK14M18F"
"(2019 LK6)","2019-Jun-07 06:52 ± < 00:01","12.10 | 0.03109","12.03 | 0.03090","13.41","13.40","24.0","42 m -   94 m","bK19L06K"
"(2019 LS5)","2019-Jun-07 16:58 ± < 00:01","13.73 | 0.03529","13.70 | 0.03520","11.22","11.21","24.4","35 m -   78 m","bK19L05S"
"(2019 LZ4)","2019-Jun-07 18:05 ± < 00:01","1.36 | 0.00350","1.36 | 0.00349","11.10","11.03","24.5","33 m -   75 m","bK19L04Z"
"(2019 LA)","2019-Jun-07 20:40 ± < 00:01","13.83 | 0.03554","13.78 | 0.03541","22.27","22.27","23.6","51 m -  110 m","bK19L00A"
"(2019 KZ3)","2019-Jun-07 21:45 ± < 00:01","5.64 | 0.01450","5.64 | 0.01450","10.00","9.98","24.2","38 m -   86 m","bK19K03Z"
"(2019 LV4)","2019-Jun-08 13:23 ± < 00:01","8.21 | 0.02109","8.19 | 0.02104","11.54","11.53","26.1","16 m -   36 m","bK19L04V"
"(2019 NN1)","2019-Jun-08 15:12 ±    00:19","12.93 | 0.03323","12.83 | 0.03296","5.60","5.59","24.8","29 m -   65 m","bK19N01N"
"(2019 LW4)","2019-Jun-08 17:04 ± < 00:01","0.65 | 0.00166","0.64 | 0.00166","8.78","8.59","27.3","9.2 m -   21 m","bK19L04W"
"(2019 LU5)","2019-Jun-08 20:06 ± < 00:01","14.06 | 0.03614","14.03 | 0.03605","16.80","16.80","24.4","35 m -   78 m","bK19L05U"
"(2019 KG3)","2019-Jun-11 06:15 ± < 00:01","16.30 | 0.04189","16.19 | 0.04161","6.76","6.75","25.8","18 m -   41 m","bK19K03G"
"(2019 LC7)","2019-Jun-11 18:29 ± < 00:01","7.07 | 0.01818","7.04 | 0.01810","9.52","9.50","25.9","18 m -   39 m","bK19L07C"
"(2019 LR5)","2019-Jun-12 05:42 ± < 00:01","5.74 | 0.01476","5.73 | 0.01473","12.13","12.12","26.2","15 m -   34 m","bK19L05R"
"(2019 LB)","2019-Jun-12 14:38 ± < 00:01","9.09 | 0.02336","9.08 | 0.02333","6.05","6.03","25.2","24 m -   54 m","bK19L00B"
"(2019 LH6)","2019-Jun-12 15:11 ±    00:01","11.80 | 0.03033","11.57 | 0.02972","14.88","14.88","24.0","42 m -   94 m","bK19L06H"
"(2019 LL1)","2019-Jun-14 12:04 ± < 00:01","5.59 | 0.01438","5.58 | 0.01433","8.85","8.83","26.5","13 m -   30 m","bK19L01L"
"(2019 KJ)","2019-Jun-14 18:15 ± < 00:01","12.60 | 0.03237","12.59 | 0.03236","8.10","8.09","23.7","48 m -  110 m","bK19K00J"
"(2019 LB6)","2019-Jun-15 08:49 ± < 00:01","13.57 | 0.03486","13.47 | 0.03462","14.94","14.93","23.0","67 m -  150 m","bK19L06B"
"(2019 LQ4)","2019-Jun-15 12:55 ± < 00:01","12.80 | 0.03288","12.78 | 0.03284","11.40","11.39","24.8","29 m -   65 m","bK19L04Q"
"(2019 LU)","2019-Jun-16 11:48 ± < 00:01","4.14 | 0.01063","4.13 | 0.01062","8.00","7.97","25.1","25 m -   57 m","bK19L00U"
"(2019 LR)","2019-Jun-16 14:29 ±    00:13","18.24 | 0.04687","17.55 | 0.04510","15.03","15.02","24.9","28 m -   62 m","bK19L00R"
"(2019 LU4)","2019-Jun-18 05:29 ± < 00:01","1.97 | 0.00505","1.96 | 0.00505","8.14","8.08","26.6","13 m -   28 m","bK19L04U"
"(2019 LA5)","2019-Jun-18 21:47 ± < 00:01","18.23 | 0.04684","18.18 | 0.04671","7.75","7.74","25.4","22 m -   49 m","bK19L05A"
"(2019 LC1)","2019-Jun-19 09:45 ±    00:06","19.12 | 0.04914","18.87 | 0.04848","9.88","9.88","25.4","22 m -   49 m","bK19L01C"
"(2019 LB2)","2019-Jun-20 00:35 ± < 00:01","6.43 | 0.01653","6.43 | 0.01652","3.36","3.31","27.0","11 m -   24 m","bK19L02B"
"(2019 LM1)","2019-Jun-23 01:24 ± < 00:01","9.73 | 0.02501","9.72 | 0.02499","8.70","8.69","25.7","19 m -   43 m","bK19L01M"
"(2019 LC5)","2019-Jun-23 21:18 ±    00:02","13.53 | 0.03477","13.50 | 0.03468","11.06","11.06","24.5","33 m -   75 m","bK19L05C"
"(2019 MN2)","2019-Jun-24 01:37 ± < 00:01","3.15 | 0.00810","3.14 | 0.00807","9.79","9.75","23.3","58 m -  130 m","bK19M02N"
"441987 (2010 NY65)","2019-Jun-24 16:59 ± < 00:01","7.63 | 0.01961","7.63 | 0.01961","12.62","12.61","21.4","140 m -  310 m","a0441987"
"(2008 KV2)","2019-Jun-27 22:01 ± < 00:01","17.70 | 0.04548","17.70 | 0.04548","11.37","11.37","21.3","150 m -  330 m","bK08K02V"
"(2019 MQ2)","2019-Jun-28 13:46 ± < 00:01","4.15 | 0.01066","4.12 | 0.01059","26.70","26.69","24.2","38 m -   86 m","bK19M02Q"
"(2016 NN15)","2019-Jun-28 15:55 ±    13:35","9.59 | 0.02465","8.88 | 0.02281","8.36","8.35","26.7","12 m -   27 m","bK16N15N"
"(2019 MJ1)","2019-Jun-28 19:20 ± < 00:01","4.00 | 0.01028","3.99 | 0.01025","9.58","9.55","27.1","10 m -   23 m","bK19M01J"
"(2019 NJ)","2019-Jun-29 00:31 ±    00:02","13.50 | 0.03469","13.37 | 0.03434","10.04","10.03","23.6","51 m -  110 m","bK19N00J"
"(2019 NL2)","2019-Jun-29 05:16 ± < 00:01","13.34 | 0.03427","13.24 | 0.03402","10.39","10.39","24.8","29 m -   65 m","bK19N02L"
"(2019 LR4)","2019-Jun-29 05:52 ± < 00:01","11.23 | 0.02885","11.23 | 0.02885","8.27","8.25","25.2","24 m -   54 m","bK19L04R"
"(2019 LV1)","2019-Jun-29 22:30 ± < 00:01","5.20 | 0.01337","5.20 | 0.01337","6.17","6.14","25.6","20 m -   45 m","bK19L01V"
"(2020 CD3)","2019-Jun-30 17:06 ±    10:02","0.72 | 0.00185","0.70 | 0.00180","1.56","NaN","31.7","1.2 m -  2.7 m","bK20C03D"
"(2019 NQ)","2019-Jul-01 00:34 ± < 00:01","6.72 | 0.01727","6.68 | 0.01716","7.70","7.68","26.6","13 m -   28 m","bK19N00Q"
"(2015 XC352)","2019-Jul-01 00:38 ± < 00:01","11.90 | 0.03057","11.90 | 0.03057","4.10","4.08","25.7","19 m -   43 m","bK15XZ2C"
"(2019 MT)","2019-Jul-01 08:44 ± < 00:01","8.90 | 0.02287","8.90 | 0.02287","4.19","4.16","24.8","29 m -   65 m","bK19M00T"
"(2019 MJ2)","2019-Jul-02 05:28 ± < 00:01","18.07 | 0.04643","17.86 | 0.04589","9.21","9.21","25.3","23 m -   52 m","bK19M02J"
"(2019 NK1)","2019-Jul-02 09:49 ± < 00:01","0.69 | 0.00177","0.69 | 0.00177","8.27","8.08","29.9","2.8 m -  6.2 m","bK19N01K"
"(2019 MD1)","2019-Jul-02 13:04 ± < 00:01","10.24 | 0.02632","10.12 | 0.02601","9.46","9.45","26.4","14 m -   31 m","bK19M01D"
"(2019 NL4)","2019-Jul-02 15:26 ± < 00:01","6.19 | 0.01592","6.11 | 0.01569","13.27","13.26","26.0","17 m -   38 m","bK19N04L"
"(2019 NW2)","2019-Jul-02 19:58 ± < 00:01","5.72 | 0.01469","5.71 | 0.01468","8.60","8.58","26.6","13 m -   28 m","bK19N02W"
"(2019 NO2)","2019-Jul-03 08:40 ± < 00:01","1.68 | 0.00431","1.68 | 0.00430","8.86","8.79","28.3","5.8 m -   13 m","bK19N02O"
"(2019 NL1)","2019-Jul-03 13:01 ± < 00:01","5.76 | 0.01481","5.74 | 0.01474","6.57","6.54","27.6","8.0 m -   18 m","bK19N01L"
"(2019 OQ1)","2019-Jul-04 03:13 ±    00:27","14.31 | 0.03678","14.20 | 0.03649","10.89","10.88","23.7","48 m -  110 m","bK19O01Q"
"(2019 NY1)","2019-Jul-04 04:59 ±    00:02","11.06 | 0.02843","11.02 | 0.02831","8.48","8.47","25.4","22 m -   49 m","bK19N01Y"
"(2019 NX1)","2019-Jul-05 23:15 ± < 00:01","1.57 | 0.00404","1.57 | 0.00404","8.69","8.61","27.7","7.7 m -   17 m","bK19N01X"
"(2019 NN2)","2019-Jul-06 22:17 ±    00:01","11.93 | 0.03066","11.85 | 0.03044","11.34","11.33","25.4","22 m -   49 m","bK19N02N"
"(2016 OF)","2019-Jul-07 05:12 ± < 00:01","12.46 | 0.03202","12.46 | 0.03202","8.47","8.46","23.2","61 m -  140 m","bK16O00F"
"(2019 NP1)","2019-Jul-07 14:01 ± < 00:01","6.61 | 0.01698","6.58 | 0.01691","12.28","12.27","25.1","25 m -   57 m","bK19N01P"
"(2019 ME3)","2019-Jul-07 23:36 ± < 00:01","12.62 | 0.03244","12.62 | 0.03242","8.21","8.20","24.2","38 m -   86 m","bK19M03E"
"(2019 MT2)","2019-Jul-08 13:15 ± < 00:01","4.35 | 0.01117","4.34 | 0.01114","11.04","11.02","26.4","14 m -   31 m","bK19M02T"
"(2019 MB4)","2019-Jul-09 07:20 ± < 00:01","0.82 | 0.00211","0.82 | 0.00211","7.18","7.00","26.0","17 m -   38 m","bK19M04B"
"(2019 NF7)","2019-Jul-09 12:07 ± < 00:01","0.98 | 0.00253","0.98 | 0.00252","9.30","9.19","28.1","6.4 m -   14 m","bK19N07F"
"(2019 NX5)","2019-Jul-09 13:01 ± < 00:01","2.62 | 0.00674","2.62 | 0.00673","1.85","1.62","29.1","4.0 m -  9.0 m","bK19N05X"
"(2016 NO56)","2019-Jul-09 13:53 ± < 00:01","8.01 | 0.02059","8.01 | 0.02059","11.39","11.38","25.7","19 m -   43 m","bK16N56O"
"(2019 NP5)","2019-Jul-09 23:57 ± < 00:01","5.56 | 0.01427","5.54 | 0.01423","4.82","4.78","27.6","8.0 m -   18 m","bK19N05P"
"(2019 NM4)","2019-Jul-10 02:06 ± < 00:01","8.97 | 0.02304","8.91 | 0.02289","7.90","7.89","23.9","44 m -   99 m","bK19N04M"
"(2019 NM5)","2019-Jul-10 15:01 ± < 00:01","2.13 | 0.00547","2.13 | 0.00546","8.76","8.70","27.1","10 m -   23 m","bK19N05M"
"(2019 NN3)","2019-Jul-10 16:29 ± < 00:01","0.83 | 0.00214","0.83 | 0.00214","8.84","8.70","24.7","31 m -   68 m","bK19N03N"
"(2019 NW5)","2019-Jul-12 01:21 ± < 00:01","18.18 | 0.04671","17.96 | 0.04614","15.57","15.57","23.8","46 m -  100 m","bK19N05W"
"(2019 KD3)","2019-Jul-12 06:42 ± < 00:01","15.47 | 0.03975","15.47 | 0.03975","7.95","7.94","23.1","64 m -  140 m","bK19K03D"
"(2016 NJ33)","2019-Jul-12 18:16 ± < 00:01","14.90 | 0.03830","14.90 | 0.03830","4.48","4.46","25.6","20 m -   45 m","bK16N33J"
"(2019 MW1)","2019-Jul-13 04:10 ± < 00:01","7.82 | 0.02009","7.82 | 0.02009","8.46","8.45","24.6","32 m -   71 m","bK19M01W"
"(2019 NQ5)","2019-Jul-14 02:06 ± < 00:01","11.44 | 0.02940","11.39 | 0.02926","9.90","9.89","25.1","25 m -   57 m","bK19N05Q"
"(2019 PO1)","2019-Jul-14 04:43 ±    00:03","7.50 | 0.01928","7.49 | 0.01926","1.60","1.51","27.8","7.3 m -   16 m","bK19P01O"
"(2019 NR3)","2019-Jul-14 11:33 ± < 00:01","16.74 | 0.04302","16.69 | 0.04290","4.80","4.79","26.3","15 m -   33 m","bK19N03R"
"(2019 NB7)","2019-Jul-15 01:29 ± < 00:01","2.28 | 0.00586","2.27 | 0.00584","12.79","12.76","27.4","8.8 m -   20 m","bK19N07B"
"(2019 OB)","2019-Jul-16 20:22 ± < 00:01","2.65 | 0.00682","2.64 | 0.00678","14.90","14.88","25.9","18 m -   39 m","bK19O00B"
"(2019 NF1)","2019-Jul-17 17:09 ± < 00:01","19.21 | 0.04937","19.02 | 0.04887","10.04","10.03","24.1","40 m -   90 m","bK19N01F"
"(2019 OJ2)","2019-Jul-18 09:22 ± < 00:01","11.51 | 0.02958","11.37 | 0.02921","8.91","8.90","25.1","25 m -   57 m","bK19O02J"
"(2019 NJ2)","2019-Jul-19 19:53 ±    00:18","13.31 | 0.03421","13.09 | 0.03365","13.46","13.46","24.9","28 m -   62 m","bK19N02J"
"(2019 PG)","2019-Jul-20 09:11 ±    00:01","11.83 | 0.03041","11.82 | 0.03037","8.07","8.06","25.5","21 m -   47 m","bK19P00G"
"(2019 OU)","2019-Jul-22 13:42 ± < 00:01","13.81 | 0.03550","13.79 | 0.03543","11.55","11.54","23.1","64 m -  140 m","bK19O00U"
"(2019 OK1)","2019-Jul-22 16:20 ± < 00:01","10.00 | 0.02571","10.00 | 0.02569","6.18","6.16","24.2","38 m -   86 m","bK19O01K"
"(2019 OT)","2019-Jul-23 09:26 ± < 00:01","17.23 | 0.04428","17.22 | 0.04424","27.84","27.83","20.6","200 m -  450 m","bK19O00T"
"(2019 OZ2)","2019-Jul-24 05:36 ±    00:05","18.07 | 0.04642","17.91 | 0.04602","6.85","6.84","26.1","16 m -   36 m","bK19O02Z"
